PacketID,GateID,EvidenceFile,Status,Finding,RoleInProofChain,ClaimBoundary
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,LIKELIHOOD_NATIVE_RERUN_CANDIDATE,evidence/likelihood_native_rerun_candidate_summary.csv,WARNING,locked A2 has been rerun on the frozen residual-policy candidate route; status=LOCKED_A2_RERUN_CANDIDATE_MIXED_OR_WEAKENING; DeltaAIC K2-K1=2.57966055836601; DeltaAIC K2-poly=3.205863767204125; K2>K1=False; K2>poly=False.,locked_rerun_candidate_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,LIKELIHOOD_NATIVE_RERUN_WEAKENING_DIAGNOSTIC,evidence/likelihood_native_rerun_weakening_summary.csv,WARNING,the locked public-covariance rerun is diagnosed as mixed/weakening without changing A2; status=RERUN_WEAKENING_DIAGNOSED_NO_A2_CHANGE_AUTHORIZED; full-cov DeltaAIC K2-K1=2.57966055836601; full-cov DeltaAIC K2-poly=3.205863767204125; diag DeltaChi2 K2-K1=4.013266850661917; worst K1 grid=8.0; worst mechanism=k2_target_sign_mismatch;locked_a2_overshoot_vs_candidate_target;flexible_polynomial_absorbs_candidate_shape.,locked_rerun_weakening_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,PUBLIC_COVARIANCE_RERUN_TENSION_AXES,evidence/public_covariance_rerun_tension_axes_summary.csv,WARNING,the public-covariance rerun tension is mostly sign/scale/shape-axis driven under the candidate target; status=PUBLIC_RERUN_TENSION_AXES_DIAGNOSED_NO_A2_CHANGE_AUTHORIZED; K2 sign-mismatch rows=3.0; K2 overshoot rows=4.0; median |local A_tau required|=1.615032587944043; best counterfactual K2 scale full-cov=0.222839841602938; locked scale=1.0.,public_rerun_tension_axis_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,PUBLIC_RERUN_TARGET_CONSTRUCTION_AUDIT,evidence/public_rerun_target_construction_summary.csv,WARNING,the mixed public rerun is strongly affected by target-construction sign and scale changes; status=PUBLIC_RERUN_TARGET_CONSTRUCTION_IS_PRIMARY_TENSION_SOURCE; candidate/coordinate sign mismatches=3; candidate/K2 sign mismatches=3; compressed rows=6; below locked K2 rows=4; median |candidate/coordinate|=0.1922114792551107.,public_rerun_target_construction_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,PUBLIC_RERUN_BRANCH_CONTRIBUTION_AUDIT,evidence/public_rerun_branch_contribution_summary.csv,WARNING,the public rerun target tension is localized to raw projected branch construction versus standardized source-split target; status=PUBLIC_RERUN_TENSION_LOCALIZED_TO_RAW_PROJECTED_BRANCH_TARGET; projected/standardized sign mismatch rows=3; SN branch sign changed rows=1; BAO branch sign changed rows=5; compressed rows=6; median |candidate/coordinate|=0.1922114792551107.,public_rerun_branch_contribution_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,PUBLIC_RERUN_TARGET_VARIANT_DIAGNOSTIC,evidence/public_rerun_target_variant_summary.csv,WARNING,"target-construction variants materially change K2-vs-null status, so target convention must be frozen before interpretation; status=TARGET_VARIANTS_ARE_CONVENTION_SENSITIVE_NO_PROMOTION; current DeltaAIC K2-K1=2.57966055836601; current DeltaAIC K2-poly=3.2058637672041197; counterfactual variants K2>K1=3.0/5.0; counterfactual variants K2>poly=1.0/5.0.",public_rerun_target_variant_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,A2_PROJECTION_GATED_STRUCTURAL_REFINEMENT,evidence/a2_projection_gated_candidate_summary.csv,WARNING,projection-gated A2 v2 tests a non-fitted Tau Core structural refinement; active memory rows=2/8; DeltaAIC V2-V1=-1.8604091604692972; DeltaAIC V2-K1=0.7192513978967146; DeltaAIC V2-poly=1.3454546067348314; status=A2_V2_IMPROVES_V1_BUT_NOT_NULLS.,a2_structural_refinement_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,A2_PROJECTION_GATED_V3_CANDIDATE,evidence/a2_projection_gated_v3_candidate_summary.csv,WARNING,A2 v3 candidate improves the projection-gated structure without changing locked amplitude/kernel parameters; sign-unstable unit rows=2/8; DeltaAIC V3-V2=-0.7792800067703816; DeltaAIC V3-K1=-0.060028608873667; DeltaAIC V3-poly=0.5661745999644499; status=A2_V3_CANDIDATE_SUPPORTIVE_AGAINST_K1_NOT_POLY.,a2_structural_candidate_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,A2_V3_STRESS_TEST,evidence/a2_v3_stress_test_summary.csv,WARNING,A2 v3 stress test checks whether the K1 advantage survives simple data cuts; all-row DeltaAIC V3-K1=-0.060028608873516; LOO V3>K1=4/8; LOO V3>V2=7/8; status=A2_V3_STRESS_SUPPORTIVE_BUT_WEAK.,a2_v3_stress_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,A2_V3_POLYNOMIAL_CROSS_VALIDATION,evidence/a2_v3_polynomial_cv_summary.csv,PASS,"Polynomial CV comparison: leave_one_out:V3>K1=False,V3>poly=True,dK1=0.9910454131845956,dPoly=-22.18928642674218 | blocked_split:V3>K1=False,V3>poly=True,dK1=0.0,dPoly=-0.4584748508431655",polynomial_control_cv_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,A2_V3_RESIDUAL_MECHANISM_AUDIT,evidence/a2_v3_residual_mechanism_summary.csv,WARNING,"A2 v3 residual mechanism audit separates the remaining K1 advantage from common-mode, K1-null, and active-memory scale effects; diag DeltaChi2 V3-K1=0.9910454131845942; status=A2_V3_NOT_SUPPORTIVE_AGAINST_K1; primary mechanisms=common_mode_baseline_misalignment;k1_null_degeneracy;active_memory_overshoot; next checks=COMMON_MODE_BASELINE_MISALIGNMENT@grid2:requires coordinate/native common-mode baseline audit before A2 can decide this row; K1_NULL_DEGENERACY@grid3:do not invent sign from A2; require independent K1/source-branch export; SIGN_UNSTABLE_PARTIAL_RECOVERY@grid8:treat as supportive for bounded memory, not as A_tau=2 measurement.",a2_v3_residual_mechanism_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,A2_COMMON_MODE_BASELINE_AUDIT,evidence/a2_common_mode_baseline_summary.csv,WARNING,common-mode rows expose a baseline/target-definition blocker for A2 interpretation; common-mode rows=3; stable common-mode rows=1; blocker rows=2 (2;3); grid2 class=COMMON_MODE_TARGET_BASELINE_CONFLICT; grid2 target/branch sign mismatch=True; grid2 K1/target sign mismatch=True; status=COMMON_MODE_BASELINE_BLOCKED_REQUIRES_COORDINATE_NATIVE_K1; next=freeze coordinate-native common-mode baseline and independent K1/source-branch export before any A2 rerun.,common_mode_baseline_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,A2_K1_NULL_DEGENERACY_AUDIT,evidence/a2_k1_null_degeneracy_summary.csv,WARNING,grid3 K1-null is a local cancellation-null with nonzero branch support; local null rows=1; cancellation-null rows=1; grid3 class=LOCAL_CANCELLATION_NULL_WITH_SOURCE_SUPPORT; grid3 K1=0.0001516812476995; grid3 K1/sigma=0.001677473284464; grid3 centered control=0.1893730481353447; grid3 target/centered=17.126935325152864; status=K1_NULL_IS_LOCAL_CANCELLATION_NOT_A2_ACTIVATION_PERMISSION; next=freeze an independent source-branch sign/amplitude policy before any A2 unsuppression rerun.,k1_null_degeneracy_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,A2_ACTIVE_MEMORY_OVERSHOOT_AUDIT,evidence/a2_active_memory_overshoot_summary.csv,WARNING,active-memory overshoot is localized and tied to rerun target-scale normalization; active rows=2; overshoot rows=2; target-implied A_tau range=0.1232072614067341..0.5533534728075631 (mean=0.3382803671071486); locked A_tau=2.0; mid/high common gain=2.2125855195833597; high-depth common gain=2.0810143494478432; status=ACTIVE_MEMORY_OVERSHOOT_POINTS_TO_TARGET_SCALE_NOT_ATAU_REFIT; next=run source-branch/covariance normalization audit before any A2 rerun; keep A_tau=2 locked.,active_memory_overshoot_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,A2_SOURCE_BRANCH_NORMALIZATION_AUDIT,evidence/a2_source_branch_normalization_summary.csv,WARNING,active-memory overshoot is consistent with source-branch covariance normalization mismatch; active rows=2; public-rescaled active rows=1; mean public/K1 sigma=15.326985739599808; mean |target|/K1 sigma=15.812672486669667; mean |target|/public sigma=1.0203131107060694; target-fraction 25pct K2>K1=True; target-fraction 25pct K2>poly=True; status=ACTIVE_OVERSHOOT_EXPLAINED_BY_SOURCE_BRANCH_NORMALIZATION_WARNING; next=promote public/source-native covariance and cross-covariance policy before rerunning locked A2.,source_branch_normalization_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,A2_CROSS_COVARIANCE_POLICY_AUDIT,evidence/a2_cross_covariance_policy_summary.csv,WARNING,registered cross-covariance policy supports A2 over K1 at preflight level but not over polynomial controls; primary rule=rho_cross_fixed_at_0_for_primary_preflight; positive-definite rho rows=27; rho PD range=-0.9..0.4; zero-rho K2>K1=True; zero-rho K2>poly=False; all-PD K2>K1=True; any-PD K2>poly=False; source norm=ACTIVE_OVERSHOOT_EXPLAINED_BY_SOURCE_BRANCH_NORMALIZATION_WARNING; status=CROSS_COVARIANCE_PREFLIGHT_SUPPORTS_K2_OVER_K1_BUT_POLY_BLOCKS_MEASUREMENT; next=replace zero-cross/preflight proxy with public/source-native joint covariance before stronger interpretation.,cross_covariance_policy_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,MEASUREMENT_ROUTE_CLOSURE_AUDIT,evidence/measurement_route_closure_summary.csv,PASS,locked A2 has a closed preflight route with calibrated branch-scatter support; preflight blocked=0; measurement blocked=2; primary blockers=polynomial_control;full_likelihood_native_joint_transform;measurement_grade_K1_and_null_policy.,preflight_closure_measurement_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,FULL_GATE_IMPLEMENTATION_PLAN,evidence/full_gate_implementation_summary.csv,PASS,preflight route is closed; full measurement gate has an executable component plan; preflight closed=7/8; measurement ready=1; blocked=2; primary next=FG_4_JOINT_COVARIANCE.,measurement_gate_execution_plan,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,PUBLIC_COVARIANCE_REPLACEMENT_PLAN,evidence/a2_public_covariance_replacement_summary.csv,PASS,the public-covariance replacement path is specified for a locked A2 rerun; ready=3/11; partial=3; rerun-ready=4; rerun-complete=1; blocked=0; measurement blockers=8; primary blockers=PCOV_04_SN_RESIDUAL_POLICY;PCOV_05_BAO_RESIDUAL_POLICY;PCOV_06_SOURCE_SPLIT_VECTOR;PCOV_07_JOINT_COVARIANCE;PCOV_08_CROSS_COVARIANCE_POLICY;PCOV_09_COORDINATE_NATIVE_K1.,public_covariance_replacement_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,PUBLIC_TARGET_CONVENTION_ADJUDICATION,evidence/public_target_convention_adjudication_summary.csv,PASS,"the current public rerun tension is target-convention sensitive and requires a declared whitening/standardized target before interpretation; preferred preflight convention=STANDARDIZED_SN_MINUS_BAO_COORDINATE_TARGET; recommended next candidate=WHITENED_STANDARDIZED_BRANCH_CONTRAST_V1; current raw target promoted=False; selection uses K2 score=False; next=implement WHITENED_STANDARDIZED_BRANCH_CONTRAST_V1, then rerun locked A2, K1, and nulls unchanged.",target_convention_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,WHITENED_STANDARDIZED_BRANCH_CONTRAST,evidence/whitened_standardized_branch_contrast_summary.csv,PASS,"a score-independent whitened standardized branch-contrast preflight target is now executable; locked A2/K2 can be evaluated without changing the kernel or refitting K1; status=WHITENED_STANDARDIZED_BRANCH_CONTRAST_PREFLIGHT_MIXED_OR_WEAKENING; DeltaAIC K2-K1=-2.202886551255496; DeltaAIC K2-poly=5.101879812988972; K2>K1=True; K2>poly=False; primary risk=SN-BAO cross-covariance is still set to zero and polynomial controls remain strong, so this is not measurement validation.",whitened_target_preflight_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,REGISTERED_SHRINKAGE_WHITENED_BRANCH_CONTRAST,evidence/registered_shrinkage_whitened_branch_contrast_summary.csv,PASS,registered shrinkage whitening is executable as a preflight covariance route without changing locked A2/K2; status=REGISTERED_SHRINKAGE_WHITENED_PREFLIGHT_MIXED_OR_WEAKENING; DeltaAIC K2-K1=-2.684892795348734; DeltaAIC K2-poly=5.520678016502043; K2>K1=True; K2>poly=False; lambda=0.15; L=0.25; risk=registered shrinkage is not a public full joint covariance and cannot authorize measurement validation.,registered_shrinkage_covariance_route_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,WHITENED_COVARIANCE_ROUTE_COMPARISON,evidence/whitened_covariance_route_comparison_summary.csv,WARNING,"both whitened covariance routes remove the K1 no-memory advantage, but neither resolves the polynomial-control tension; routes=2; K2>K1 routes=2; K2>poly routes=0; status=WHITENED_ROUTES_SUPPORT_K2_OVER_K1_POLYNOMIAL_BLOCK_REMAINS; risk=A2/K2 distinctiveness still requires a likelihood-native benchmark where polynomial/control flexibility is constrained independently; next=diagnose weighted polynomial dominance row-by-row and with predeclared complexity penalties/cross-validation before any stronger interpretation.",covariance_route_comparison_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,WEIGHTED_POLYNOMIAL_DOMINANCE_AUDIT,evidence/weighted_polynomial_dominance_summary.csv,WARNING,"Weighted polynomial dominance audit completed without changing locked A2/K2; findings=PUBLIC_PROXY_WHITENED_STANDARDIZED:AIC=POLY_DEG2,AICc=K2_LOCKED_RHO4,LOO=POLY_DEG2,blocked=K2_LOCKED_RHO4 | REGISTERED_SHRINKAGE_WHITENED:AIC=POLY_DEG2,AICc=K2_LOCKED_RHO4,LOO=POLY_DEG2,blocked=K2_LOCKED_RHO4; small-sample/out-of-sample checks determine whether the in-sample polynomial advantage is stable.",polynomial_dominance_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,WHITENED_PHYSICAL_NULL_BENCHMARK,evidence/whitened_physical_null_benchmark_summary.csv,PASS,"Whitened physical-null proxy benchmark completed without selecting amplitudes for interpretation; findings=PUBLIC_PROXY_WHITENED_STANDARDIZED:K2>phys=True,dPhys=-3.1894183453433964,rows=5/8 | REGISTERED_SHRINKAGE_WHITENED:K2>phys=True,dPhys=-4.245941233372221,rows=5/8; physical-null amplitudes remain proxy/sensitivity values.",physical_null_whitened_benchmark_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,EXTERNAL_PHYSICAL_NULL_CALIBRATION_SOURCES,evidence/external_physical_null_calibration_source_summary.csv,WARNING,published Dyer-Roeder alpha constraints can support a preflight optical-null amplitude check; backreaction remains source-route only; Dyer-Roeder sources=6; backreaction sources=1; backreaction status=route_identified_but_numeric_constraint_not_extracted; risk=alpha constraints are not source-native to the current SN-BAO branch contrast and lack full joint covariance.,external_physical_null_calibration_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,WHITENED_ALPHA_CALIBRATED_PREFLIGHT,evidence/whitened_alpha_calibrated_preflight_summary.csv,PASS,"Externally sourced Dyer-Roeder alpha preflight completed without fitting alpha to the target; findings=PUBLIC_PROXY_WHITENED_STANDARDIZED:K2>alpha=True,dAlpha=-3.9839103885866134,rows=7/8 | REGISTERED_SHRINKAGE_WHITENED:K2>alpha=True,dAlpha=-4.83407286672545,rows=7/8; alpha remains an optical-null preflight control, not measurement validation.",external_alpha_preflight_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,BACKREACTION_NUMERIC_SOURCE_AVAILABILITY,evidence/backreaction_numeric_source_availability_summary.csv,WARNING,"public sources identify the backreaction formula and upstream symbolic-regression route, but do not expose a machine-readable numeric backreaction constraint table in the arXiv source packages; machine-readable numeric sources=0; upstream route detected=True; status=BACKREACTION_NUMERIC_CALIBRATION_BLOCKED_SOURCE_ROUTE_IDENTIFIED.",backreaction_physical_null_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,BACKREACTION_REPRODUCTION_CONTRACT,evidence/backreaction_reproduction_readiness.csv,WARNING,"the formula and upstream input-data route are identified, but the source-native derivative reconstruction vector and covariance are still missing; available required items=4/6; extracted upstream BAO rows=10; status=BACKREACTION_REPRODUCTION_BLOCKED_ON_DERIVATIVE_VECTOR_AND_COVARIANCE.",backreaction_reproduction_boundary,tau_core_a2_preflight_packet_no_measurement_validation
TAU_CORE_A2_PREFLIGHT_PROOF_PACKET_V1,BACKREACTION_FORMULA_ENGINE,evidence/backreaction_formula_engine_readiness.csv,WARNING,formula algebra passed=True; source vector exists=False; source covariance exists=False; status=BACKREACTION_FORMULA_ENGINE_READY_INPUTS_MISSING; blocking=source_native_reconstruction_vector_missing;source_native_reconstruction_covariance_missing.,backreaction_formula_engine_boundary,tau_core_a2_preflight_packet_no_measurement_validation
